File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\cv.js,55,49,11,1,3,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\cy.js,74,64,18,3,4,5,6,71,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\da.js,52,46,8,0,3,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\de-at.js,71,61,12,1,4,2,6,56,6,35
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\de-ch.js,70,61,12,1,5,2,4,40,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\de.js,70,61,12,1,4,2,5,48,5,27
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\dv.js,91,83,19,6,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\el.js,90,83,39,13,4,3,3,45,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-au.js,60,53,11,1,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-ca.js,55,49,10,1,3,0,3,17,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-gb.js,60,53,11,1,4,2,3,39,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-ie.js,60,53,11,1,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-il.js,55,48,10,1,4,0,3,17,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\en-nz.js,59,53,11,1,3,2,3,39,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\eo.js,66,57,15,4,4,3,5,61,5,33
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\es-do.js,84,76,28,9,6,2,2,32,2,11
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\es-us.js,75,68,26,9,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\es.js,84,76,28,9,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\et.js,74,65,14,3,5,2,4,44,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\eu.js,59,52,8,0,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fa.js,99,91,26,8,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fi.js,102,94,33,15,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fo.js,53,46,8,0,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fr-ca.js,67,57,11,3,5,0,5,31,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fr-ch.js,71,61,12,3,5,2,5,52,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fr.js,76,62,13,4,6,2,8,71,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\fy.js,68,60,18,5,5,2,3,39,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\gd.js,69,57,16,1,9,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\gl.js,70,63,22,8,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\gom-latn.js,115,107,38,16,4,2,4,49,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\gu.js,116,107,40,16,4,2,5,64,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\he.js,92,83,34,20,4,0,5,30,5,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\hi.js,117,107,40,16,5,2,5,64,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\hr.js,146,139,65,24,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\hu.js,104,96,38,21,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\hy-am.js,88,81,31,13,4,2,3,36,3,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\id.js,75,68,25,10,3,2,4,41,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\is.js,125,117,54,39,5,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\it.js,63,55,14,4,4,2,4,41,4,20
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ja.js,73,66,18,7,4,0,3,16,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\jv.js,75,68,25,10,3,2,4,40,4,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ka.js,82,75,26,12,4,0,3,16,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\kk.js,79,72,13,1,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\km.js,51,44,7,0,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\kn.js,118,111,43,17,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ko.js,75,67,17,7,4,0,4,22,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ky.js,80,72,13,1,5,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\lb.js,130,108,48,23,5,2,17,118,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\lo.js,63,56,16,5,4,0,3,16,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\lt.js,111,104,36,13,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\lv.js,91,76,21,6,5,2,10,84,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\me.js,104,96,28,10,5,3,3,41,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\mi.js,56,50,12,0,3,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\mk.js,83,76,28,11,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ml.js,74,67,24,10,4,0,3,16,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\mr.js,154,144,71,20,6,2,4,44,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ms-my.js,76,68,25,10,4,2,4,46,4,25
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ms.js,75,68,25,10,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\mt.js,52,46,8,0,3,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\my.js,88,77,18,4,6,2,5,51,5,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\nb.js,56,48,8,0,4,2,4,43,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ne.js,116,108,40,16,5,2,3,36,3,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\nl-be.js,81,68,20,5,9,2,4,45,4,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\nl.js,81,68,20,5,9,2,4,44,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\nn.js,53,46,8,0,4,2,3,34,3,13
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\pa-in.js,117,106,40,16,5,2,6,83,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\pl.js,118,104,43,25,8,2,6,63,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\pt-br.js,54,47,9,1,4,2,3,24,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\pt.js,58,51,10,1,4,4,3,42,3,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ro.js,69,60,13,2,5,2,4,44,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ru.js,176,155,61,31,8,2,13,104,5,29
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sd.js,90,83,19,6,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\se.js,53,46,8,0,4,2,3,39,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\si.js,63,56,16,5,3,0,4,18,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sk.js,150,141,65,45,5,14,4,168,4,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sl.js,165,157,81,29,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sq.js,63,54,12,2,4,2,5,51,5,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sr-cyrl.js,103,96,28,10,4,3,3,41,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sr.js,103,96,28,10,4,3,3,40,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ss.js,82,74,28,12,5,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sv.js,62,55,11,1,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\sw.js,52,45,7,0,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ta.js,122,113,47,19,5,7,4,44,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\te.js,81,75,30,12,3,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tet.js,61,53,11,1,3,2,5,56,5,35
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tg.js,108,101,35,13,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\th.js,59,53,13,4,3,1,3,20,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tl-ph.js,55,48,10,1,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tlh.js,114,103,35,13,8,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tr.js,91,81,16,5,6,3,4,46,4,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tzl.js,85,74,19,5,5,2,6,74,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tzm-latn.js,51,44,7,0,4,2,3,40,3,19
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\tzm.js,51,44,7,0,4,2,3,39,3,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ug-cn.js,111,103,40,18,4,2,4,39,3,15
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uk.js,145,133,52,23,7,2,5,64,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\ur.js,91,83,19,6,4,2,4,43,4,22
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uz-latn.js,51,44,7,0,4,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\uz.js,51,44,7,0,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\vi.js,72,65,17,5,4,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\x-pseudo.js,60,54,11,1,3,2,3,37,3,16
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\yo.js,52,46,8,0,3,2,3,38,3,17
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\zh-cn.js,103,94,37,17,3,2,6,48,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\zh-hk.js,97,89,36,17,3,0,5,30,5,30
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\moment\src\locale\zh-tw.js,96,89,36,17,3,0,4,23,4,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ms\index.js,153,101,50,27,12,0,40,116,3,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\mute.js,141,112,29,16,23,0,6,45,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\mute-stream\test\basic.js,208,184,30,2,22,0,2,13,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\natural-compare\index.js,58,39,10,8,12,4,7,25,7,21
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp\lib\ncp.js,262,231,166,61,27,2,4,42,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\ncp\test\ncp.js,197,170,154,10,27,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\index.js,125,74,64,18,24,0,27,79,7,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\charset.js,170,84,55,23,35,0,51,143,7,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\encoding.js,185,95,64,24,36,0,54,159,7,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\language.js,180,92,60,24,37,0,51,143,7,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\negotiator\lib\mediaType.js,295,148,101,38,59,1,88,239,7,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\index.js,72,58,53,20,9,1,5,19,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\next-tick\test\index.js,23,20,23,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\extract_description.js,15,10,5,5,2,0,3,26,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\fixer.js,418,380,123,96,35,0,3,19,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\make_warning.js,24,21,5,5,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\normalize.js,40,29,8,6,8,1,3,32,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\normalize-package-data\lib\safe_format.js,10,8,2,2,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\number-is-nan\index.js,5,4,4,1,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-assign\index.js,91,65,52,21,15,1,11,38,5,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\index.js,141,127,82,29,10,0,4,12,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\isArguments.js,18,15,9,2,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object-keys\test\index.js,6,3,3,0,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\auto.js,4,2,2,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\hasSymbols.js,42,26,26,14,12,0,4,24,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\implementation.js,42,38,32,9,3,0,1,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\index.js,18,12,9,0,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\polyfill.js,52,43,38,16,5,0,4,47,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\shim.js,15,12,11,1,3,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\dist\browser.js,493,401,337,91,73,2,19,130,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\index.js,18,13,15,0,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\native.js,48,34,44,0,11,0,3,33,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\shimmed.js,51,36,46,0,12,0,3,33,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\object.assign\test\tests.js,225,196,236,6,29,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\on-finished\index.js,197,80,18,20,42,0,75,215,6,18
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\once\once.js,43,38,9,8,5,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\onetime\index.js,32,24,21,6,8,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\karma.conf.js,66,22,1,0,0,4,44,91,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\browser\opentok-acc-core.js,10925,8212,6655,1295,1098,170,1615,8305,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\communication.js,495,334,241,26,70,2,91,431,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\core.js,920,614,438,64,118,3,188,845,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\errors.js,27,17,20,2,9,0,1,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\events.js,13,11,4,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\logging.js,91,74,37,3,14,1,3,18,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\state.js,395,226,158,10,65,1,104,366,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\util.js,90,58,44,12,9,0,23,134,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\errors.js,27,17,20,2,9,0,1,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\logging.js,10,7,6,1,2,0,1,2,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\sdkWrapper.js,493,263,219,25,76,1,154,735,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\dist\sdk-wrapper\state.js,206,142,127,9,33,0,31,114,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app\src\App.css,190,160,122,0,30,5,0,5,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app\src\index.css,48,39,32,0,8,0,1,3,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app\src\App.js,206,182,109,3,18,3,6,41,1,8
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\sample-app\src\index.js,10,8,5,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\communication.js,335,214,213,19,30,3,91,447,2,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\core.js,662,411,376,48,63,4,188,861,4,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\errors.js,13,9,7,0,3,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\events.js,63,61,3,0,2,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\logging.js,75,59,26,2,13,1,3,18,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\state.js,249,115,116,5,30,1,104,366,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\util.js,65,36,28,9,6,0,23,134,6,24
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\sdk-wrapper\errors.js,13,9,7,0,3,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\sdk-wrapper\logging.js,8,4,4,0,3,0,1,2,1,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\sdk-wrapper\sdkWrapper.js,375,188,169,18,33,1,154,735,2,5
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-accelerator-core\src\sdk-wrapper\state.js,153,97,101,8,25,0,31,114,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\karma.conf.js,60,25,1,0,1,4,34,78,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\css\annotation.css,235,200,150,0,33,16,2,23,1,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\annotation.css,235,200,150,0,33,16,2,23,1,2
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\opentok-annotation.js,2628,1957,1370,182,379,19,292,2202,1,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\dist\opentok-annotation.min.js,2,2,261,0,0,1,0,314,0,314
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\src\acc-pack-annotation.js,530,371,276,22,79,2,80,636,1,7
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\src\annotation-widget.js,2098,1586,1094,160,300,17,212,1566,8,23
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\templates\screenshare.js,7,1,9,0,2,1,4,120,4,120
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\acc-pack-annotation-test.js,251,205,163,2,34,4,12,59,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\components\accelerator-pack.js,323,200,144,20,60,2,63,331,1,6
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-html\base.css,214,192,161,0,13,0,9,28,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-html\prettify.css,2,1,27,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-html\prettify.js,2,1,204,0,1,1,0,3,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-html\sorter.js,159,131,87,19,13,0,15,110,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov\lcov-report\base.css,214,192,161,0,13,0,9,28,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov\lcov-report\prettify.css,2,1,27,0,1,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov\lcov-report\prettify.js,2,1,204,0,1,1,0,3,0,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-annotation\test\coverage\report-lcov\lcov-report\sorter.js,159,131,87,19,13,0,15,110,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\gulpfile.js,25,19,11,0,6,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\css\annotation.css,55,55,43,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\css\style.css,154,128,106,0,19,1,7,28,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\dist\opentok-archiving.js,185,142,134,12,31,2,12,67,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\dist\opentok-archiving.min.js,1,1,29,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-archiving\src\acc-pack-archiving.js,211,168,129,9,31,2,12,67,1,4
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\karma.conf.js,66,31,4,0,1,4,34,84,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\css\screen-share.css,108,101,84,0,6,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\dist\screen-share.css,108,101,84,0,6,0,1,3,1,3
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\dist\opentok-screen-sharing.js,553,400,265,46,102,8,51,255,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\dist\opentok-screen-sharing.min.js,1,1,96,0,0,0,0,0,0,0
\\192.168.0.108\htdocs\teranex\themes\site\tokbox\node_modules\opentok-screen-sharing\src\detect-browser.js,47,34,25,18,8,1,5,28,0,0
